ask_price,base_currency,bid_price,creation_timestamp,currency,estimated_delivery_price,fetch_ts_ms,high,instrument_name,interest_rate,kind_filter,last,low,mark_iv,mark_price,mid_price,open_interest,price_change,quote_currency,underlying_index,underlying_price,volume,volume_usd
0.045,BTC,0.043,1764568637565,BTC,85953.58,1764568639569,0.046,BTC-5DEC25-89000-P,0.0,option,0.046,0.0095,53.06,0.04462124,0.044,379.5,283.3333,BTC,BTC-5DEC25,85966.19,32.2,59958.92
0.0275,BTC,0.027,1764568637565,BTC,85953.58,1764568639569,,BTC-4DEC25-85000-C,0.0,option,,,58.13,0.0272717,0.02725,0.0,,BTC,SYN.BTC-4DEC25,85963.02983078833,0.0,0.0
0.5045,BTC,0.38,1764568637565,BTC,85953.58,1764568639569,,BTC-30JAN26-124000-P,0.0,option,0.1515,,50.31,0.43721343,0.44225,0.2,,BTC,BTC-30JAN26,86504.81,0.0,0.0
0.1545,BTC,0.1525,1764568637565,BTC,85953.58,1764568639569,,BTC-27MAR26-80000-C,0.0,option,0.168,,49.75,0.15343875,0.1535,116.1,,BTC,BTC-27MAR26,87234.73,0.0,0.0
0.088,BTC,0.086,1764568637565,BTC,85953.58,1764568639569,,BTC-27FEB26-88000-C,0.0,option,,,47.43,0.08697685,0.087,0.0,,BTC,SYN.BTC-27FEB26,86869.6,0.0,0.0
0.043,BTC,0.042,1764568637565,BTC,85953.58,1764568639569,0.0425,BTC-12DEC25-87000-P,0.0,option,0.0425,0.015,51.95,0.04230539,0.0425,268.0,157.5758,BTC,BTC-12DEC25,86016.18,102.2,314419.88
0.0002,BTC,0.0001,1764568637565,BTC,85953.58,1764568639569,0.0003,BTC-26DEC25-150000-C,0.0,option,0.0003,0.0003,74.77,0.00017746,0.00015,6995.1,0.0,BTC,BTC-26DEC25,86144.86,3.4,90.14
0.057,BTC,0.056,1764568637565,BTC,85953.58,1764568639569,0.05,BTC-19DEC25-88000-P,0.0,option,0.05,0.0245,49.44,0.05641711,0.0565,34.0,104.0816,BTC,SYN.BTC-19DEC25,86079.23,32.8,104688.93
0.0105,BTC,0.01,1764568637565,BTC,85953.58,1764568639569,0.018,BTC-30JAN26-110000-C,0.0,option,0.0103,0.0103,46.5,0.01021236,0.01025,1611.5,-41.1429,BTC,BTC-30JAN26,86504.81,47.5,59957.05
1.8065,BTC,1.62,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-240000-P,0.0,option,0.9925,,58.63,1.71580793,1.71325,0.1,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.006,BTC,0.0055,1764568637565,BTC,85953.58,1764568639569,0.0055,BTC-5DEC25-80000-P,0.0,option,0.005,0.0007,67.51,0.00565547,0.00575,1156.5,400.0,BTC,BTC-5DEC25,85966.19,94.2,24665.06
0.008,BTC,0.0075,1764568637565,BTC,85953.58,1764568639569,0.008,BTC-26DEC25-70000-P,0.0,option,0.0075,0.0032,63.81,0.00776272,0.00775,3002.6,114.2857,BTC,BTC-26DEC25,86142.58,397.4,190519.15
0.1,BTC,0.0975,1764568637565,BTC,85953.58,1764568639569,,BTC-25SEP26-110000-C,0.0,option,0.1225,,48.29,0.09952565,0.09875,84.9,,BTC,BTC-25SEP26,89754.7,0.0,0.0
0.0795,BTC,0.079,1764568637565,BTC,85953.58,1764568639569,0.1015,BTC-26JUN26-105000-C,0.0,option,0.079,0.079,47.72,0.07965315,0.07925,271.9,-22.1675,BTC,BTC-26JUN26,88465.39,3.3,24577.86
0.0035,BTC,0.0031,1764568637565,BTC,85953.58,1764568639569,0.0048,BTC-27MAR26-160000-C,0.0,option,0.0035,0.0035,53.3,0.00326625,0.0033,1231.1,-27.0833,BTC,BTC-27MAR26,87234.73,3.9,1274.31
1.6915,BTC,1.511,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-230000-P,0.0,option,0.912,,57.66,1.60319257,1.60125,0.1,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.734,BTC,0.64,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-150000-P,0.0,option,0.615,,50.03,0.71327366,0.687,1.2,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.0665,BTC,0.0655,1764568637565,BTC,85953.58,1764568639569,0.0845,BTC-26JUN26-110000-C,0.0,option,0.069,0.069,47.74,0.06642654,0.066,164.4,-18.3432,BTC,BTC-26JUN26,88465.39,0.8,5000.73
0.0345,BTC,0.0335,1764568637565,BTC,85953.58,1764568639569,0.063,BTC-19DEC25-88000-C,0.0,option,0.034,0.034,49.44,0.03410313,0.034,18.3,-45.1613,BTC,SYN.BTC-19DEC25,86079.23,22.5,83088.11
0.021,BTC,0.02,1764568637565,BTC,85953.58,1764568639569,0.0275,BTC-26JUN26-145000-C,0.0,option,0.0275,0.0275,49.72,0.02069706,0.0205,91.4,0.0,BTC,BTC-26JUN26,88465.69,5.0,12578.06
0.0025,BTC,0.002,1764568637565,BTC,85953.58,1764568639569,0.0025,BTC-26JUN26-260000-C,0.0,option,0.0025,0.0025,60.45,0.00228962,0.00225,180.0,0.0,BTC,BTC-26JUN26,88465.69,0.5,114.63
0.0415,BTC,0.0405,1764568637565,BTC,85953.58,1764568639569,0.042,BTC-26DEC25-84000-P,0.0,option,0.0415,0.019,50.84,0.0409568,0.041,440.0,97.619,BTC,BTC-26DEC25,86142.58,144.0,359095.36
0.1305,BTC,0.1275,1764568637565,BTC,85953.58,1764568639569,,BTC-5DEC25-75000-C,0.0,option,,,78.37,0.12920261,0.129,0.0,,BTC,BTC-5DEC25,85966.19,0.0,0.0
0.0595,BTC,0.058,1764568637565,BTC,85953.58,1764568639569,,BTC-19DEC25-84000-C,0.0,option,,,52.0,0.05868761,0.05875,0.0,,BTC,SYN.BTC-19DEC25,86079.23,0.0,0.0
0.0001,BTC,,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-240000-C,0.0,option,0.0001,,106.72,1.403e-05,,294.7,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.3965,BTC,0.391,1764568637565,BTC,85953.58,1764568639569,0.3885,BTC-26DEC25-120000-P,0.0,option,0.3885,0.388,56.32,0.39375309,0.39375,966.1,0.1289,BTC,BTC-26DEC25,86144.86,0.2,6699.95
0.001,BTC,0.0006,1764568637565,BTC,85953.58,1764568639569,0.0006,BTC-26JUN26-20000-P,0.0,option,0.0006,0.0005,82.42,0.00078356,0.0008,1782.8,20.0,BTC,BTC-26JUN26,88465.69,8.1,398.16
0.0002,BTC,0.0001,1764568637565,BTC,85953.58,1764568639569,0.0003,BTC-26DEC25-160000-C,0.0,option,0.0002,0.0002,80.76,0.00014303,0.00015,5577.1,-33.3333,BTC,BTC-26DEC25,86144.86,23.6,638.07
0.0041,BTC,0.0037,1764568637565,BTC,85953.58,1764568639569,0.0055,BTC-27MAR26-155000-C,0.0,option,0.0039,0.0039,52.5,0.00388085,0.0039,434.1,-29.0909,BTC,BTC-27MAR26,87234.73,3.8,1611.49
0.0012,BTC,0.0007,1764568637565,BTC,85953.58,1764568639569,0.0008,BTC-27MAR26-30000-P,0.0,option,0.0008,0.0006,81.74,0.00092561,0.00095,1198.3,33.3333,BTC,BTC-27MAR26,87237.06,54.9,3341.01
0.142,BTC,0.052,1764568637565,BTC,85953.58,1764568639569,,BTC-4DEC25-94000-P,0.0,option,,,55.13,0.09432234,0.097,0.0,,BTC,SYN.BTC-4DEC25,85963.02983078833,0.0,0.0
0.1135,BTC,0.112,1764568637565,BTC,85953.58,1764568639569,,BTC-27FEB26-90000-P,0.0,option,0.081,,47.0,0.11268096,0.11275,130.8,,BTC,SYN.BTC-27FEB26,86869.6,0.0,0.0
0.033,BTC,0.032,1764568637565,BTC,85953.58,1764568639569,0.0355,BTC-25SEP26-155000-C,0.0,option,0.0355,0.0355,50.08,0.03230694,0.0325,169.4,0.0,BTC,BTC-25SEP26,89754.33,0.1,309.83
0.0125,BTC,0.012,1764568637565,BTC,85953.58,1764568639569,0.01,BTC-4DEC25-84000-P,0.0,option,0.01,0.0014,59.98,0.0122068,0.01225,8.0,488.2353,BTC,SYN.BTC-4DEC25,85963.02983078833,8.3,1868.08
,BTC,,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-144000-P,0.0,option,,,71.58,0.67183391,,0.0,,BTC,BTC-26DEC25,86144.86,0.0,0.0
0.0745,BTC,0.071,1764568637565,BTC,85953.58,1764568639569,0.061,BTC-5DEC25-92000-P,0.0,option,0.061,0.021,51.44,0.07302641,0.07275,472.6,130.1887,BTC,BTC-5DEC25,85966.19,4.1,10120.09
0.021,BTC,0.02,1764568637565,BTC,85953.58,1764568639569,0.0209,BTC-19DEC25-80000-P,0.0,option,0.0205,0.008,55.75,0.02048467,0.0205,2219.5,141.1765,BTC,SYN.BTC-19DEC25,86079.23,1105.9,1642880.43
1.1355,BTC,0.938,1764568637565,BTC,85953.58,1764568639569,,BTC-25SEP26-180000-P,0.0,option,,,51.99,1.02538373,1.03675,0.0,,BTC,BTC-25SEP26,89754.7,0.0,0.0
0.0495,BTC,0.0485,1764568637565,BTC,85953.58,1764568639569,0.0495,BTC-12DEC25-88000-P,0.0,option,0.049,0.018,51.22,0.04869635,0.049,361.8,145.0,BTC,BTC-12DEC25,86016.18,131.5,366675.25
0.0545,BTC,0.054,1764568637565,BTC,85953.58,1764568639569,0.052,BTC-30JAN26-82000-P,0.0,option,0.052,0.032,49.28,0.0542561,0.05425,314.3,62.5,BTC,BTC-30JAN26,86504.81,1.4,5574.77
0.0018,BTC,0.0013,1764568637565,BTC,85953.58,1764568639569,0.0015,BTC-26JUN26-300000-C,0.0,option,0.0015,0.0015,63.84,0.00153246,0.00155,455.1,0.0,BTC,BTC-26JUN26,88465.69,0.9,123.79
0.0165,BTC,0.0155,1764568637565,BTC,85953.58,1764568639569,0.013,BTC-4DEC25-85000-P,0.0,option,0.013,0.0115,58.13,0.01606887,0.016,0.3,8.3333,BTC,SYN.BTC-4DEC25,85963.02983078833,0.3,317.48
0.0865,BTC,0.0855,1764568637565,BTC,85953.58,1764568639569,0.0885,BTC-30JAN26-85000-C,0.0,option,0.088,0.088,48.11,0.08610072,0.086,237.3,-0.565,BTC,BTC-30JAN26,86504.81,2.5,19108.84
0.009,BTC,0.0085,1764568637565,BTC,85953.58,1764568639569,0.0345,BTC-5DEC25-89000-C,0.0,option,0.009,0.009,53.06,0.00936266,0.00875,963.4,-73.913,BTC,BTC-5DEC25,85966.19,131.4,201379.02
0.756,BTC,0.578,1764568637565,BTC,85953.58,1764568639569,,BTC-25SEP26-145000-P,0.0,option,,,49.38,0.65572475,0.667,0.0,,BTC,BTC-25SEP26,89754.33,0.0,0.0
0.0045,BTC,0.004,1764568637565,BTC,85953.58,1764568639569,0.006,BTC-30JAN26-122000-C,0.0,option,0.0055,0.005,49.52,0.00422764,0.00425,73.3,-8.3333,BTC,BTC-30JAN26,86504.81,12.0,5565.43
0.1935,BTC,0.189,1764568637565,BTC,85953.58,1764568639569,0.17,BTC-27FEB26-100000-P,0.0,option,0.17,0.17,46.39,0.19107834,0.19125,0.1,0.0,BTC,SYN.BTC-27FEB26,86869.6,0.1,1494.53
0.0029,BTC,0.0025,1764568637565,BTC,85953.58,1764568639569,0.0195,BTC-5DEC25-92000-C,0.0,option,0.0025,0.0023,51.44,0.00287118,0.0027,755.4,-83.871,BTC,BTC-5DEC25,85966.51,261.7,208961.68
0.041,BTC,0.0385,1764568637565,BTC,85953.58,1764568639569,0.0285,BTC-3DEC25-89000-P,0.0,option,0.0285,0.0115,54.82,0.04009768,0.03975,10.4,147.8261,BTC,SYN.BTC-3DEC25,85959.86966157668,0.5,918.28
0.0001,BTC,,1764568637565,BTC,85953.58,1764568639569,0.0085,BTC-1DEC25-88000-C,0.0,option,0.0001,0.0001,72.11,6.587e-05,,24.4,-98.8235,BTC,SYN.BTC-1DEC25,85953.54932315335,30.3,5495.49
0.0685,BTC,0.067,1764568637565,BTC,85953.58,1764568639569,0.0655,BTC-27FEB26-82000-P,0.0,option,0.0655,0.0655,49.07,0.06786291,0.06775,0.1,0.0,BTC,SYN.BTC-27FEB26,86869.6,0.1,566.06
0.052,BTC,0.051,1764568637565,BTC,85953.58,1764568639569,0.0513,BTC-27MAR26-75000-P,0.0,option,0.0513,0.035,51.47,0.0512587,0.0515,1757.9,46.5714,BTC,BTC-27MAR26,87237.06,150.8,663222.27
0.006,BTC,0.005,1764568637565,BTC,85953.58,1764568639569,0.0135,BTC-26DEC25-102000-C,0.0,option,0.006,0.006,47.63,0.00551392,0.0055,1378.8,-52.0,BTC,BTC-26DEC25,86142.58,113.7,94802.51
0.3,BTC,0.297,1764568637565,BTC,85953.58,1764568639569,0.334,BTC-25SEP26-70000-C,0.0,option,0.334,0.334,52.49,0.29876332,0.2985,8.8,0.0,BTC,BTC-25SEP26,89754.7,0.1,3057.83
0.0002,BTC,,1764568637565,BTC,85953.58,1764568639569,0.0003,BTC-5DEC25-107000-C,0.0,option,0.0001,0.0001,77.28,0.00010423,,204.7,-66.6667,BTC,BTC-5DEC25,85966.19,0.7,11.66
2.0405,BTC,1.7875,1764568637565,BTC,85953.58,1764568639569,,BTC-25SEP26-260000-P,0.0,option,,,57.3,1.90301947,1.914,0.0,,BTC,BTC-25SEP26,89754.7,0.0,0.0
0.223,BTC,0.2205,1764568637565,BTC,85953.58,1764568639569,,BTC-27FEB26-70000-C,0.0,option,,,53.92,0.22187877,0.22175,0.0,,BTC,SYN.BTC-27FEB26,86869.6,0.0,0.0
0.0125,BTC,0.0115,1764568637565,BTC,85953.58,1764568639569,0.0155,BTC-26JUN26-165000-C,0.0,option,0.0155,0.0155,51.52,0.01197314,0.012,106.7,0.0,BTC,BTC-26JUN26,88465.69,0.1,141.8
0.331,BTC,0.3285,1764568637565,BTC,85953.58,1764568639569,,BTC-27MAR26-60000-C,0.0,option,0.4755,,58.66,0.32974013,0.32975,28.0,,BTC,BTC-27MAR26,87234.73,0.0,0.0
0.171,BTC,0.166,1764568637565,BTC,85953.58,1764568639569,0.1635,BTC-26DEC25-100000-P,0.0,option,0.1635,0.1115,47.52,0.16840079,0.1685,2797.3,46.6368,BTC,BTC-26DEC25,86142.58,0.3,3839.67
0.0075,BTC,0.0065,1764568637565,BTC,85953.58,1764568639569,0.01,BTC-27MAR26-140000-C,0.0,option,0.007,0.007,50.19,0.0069812,0.007,872.6,-30.0,BTC,BTC-27MAR26,87234.73,0.6,495.97
0.107,BTC,0.103,1764568637565,BTC,85953.58,1764568639569,0.106,BTC-19DEC25-94000-P,0.0,option,0.106,0.056,48.52,0.10521606,0.105,25.6,89.2857,BTC,SYN.BTC-19DEC25,86079.23,1.0,6740.59
0.006,BTC,0.0055,1764568637565,BTC,85953.58,1764568639569,0.008,BTC-27MAR26-145000-C,0.0,option,0.006,0.006,51.04,0.00573542,0.00575,214.1,-25.0,BTC,BTC-27MAR26,87234.73,1.5,988.23
0.0075,BTC,0.007,1764568637565,BTC,85953.58,1764568639569,0.01,BTC-30JAN26-114000-C,0.0,option,0.0075,0.0075,47.38,0.00745239,0.00725,172.3,-25.0,BTC,BTC-30JAN26,86504.47,0.5,345.14
0.0495,BTC,0.0475,1764568637565,BTC,85953.58,1764568639569,,BTC-2DEC25-82000-C,0.0,option,,,77.75,0.04880883,0.0485,0.0,,BTC,SYN.BTC-2DEC25,85956.70949236501,0.0,0.0
0.0004,BTC,0.0003,1764568637565,BTC,85953.58,1764568639569,0.01,BTC-2DEC25-92000-C,0.0,option,0.0003,0.0003,63.69,0.00034267,0.00035,93.7,-95.3846,BTC,SYN.BTC-2DEC25,85956.70949236501,47.2,11542.92
0.0515,BTC,0.0505,1764568637565,BTC,85953.58,1764568639569,0.052,BTC-26DEC25-86000-P,0.0,option,0.051,0.0245,49.66,0.05101707,0.051,1468.7,88.8889,BTC,BTC-26DEC25,86142.58,544.8,2047629.59
0.0175,BTC,0.017,1764568637565,BTC,85953.58,1764568639569,0.0276,BTC-5DEC25-87000-C,0.0,option,0.016,0.016,53.66,0.01728424,0.01725,520.4,-41.8182,BTC,BTC-5DEC25,85966.19,87.6,205609.66
0.0027,BTC,0.0024,1764568637565,BTC,85953.58,1764568639569,0.006,BTC-26DEC25-108000-C,0.0,option,0.0026,0.0026,50.21,0.00257554,0.00255,2107.7,-56.6667,BTC,BTC-26DEC25,86142.58,11.2,3829.73
0.0002,BTC,0.0001,1764568637565,BTC,85953.58,1764568639569,0.0005,BTC-5DEC25-105000-C,0.0,option,0.0002,0.0002,73.76,0.00014205,0.00015,643.2,-60.0,BTC,BTC-5DEC25,85966.19,11.3,421.97
0.024,BTC,0.0235,1764568637565,BTC,85953.58,1764568639569,0.05,BTC-26DEC25-92000-C,0.0,option,0.024,0.023,47.42,0.02425706,0.02375,438.1,-46.0674,BTC,BTC-26DEC25,86142.58,72.0,204107.21
,BTC,,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-148000-P,0.0,option,0.3755,,73.24,0.7182205,,0.1,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.0995,BTC,0.0985,1764568637565,BTC,85953.58,1764568639569,0.097,BTC-30JAN26-90000-P,0.0,option,0.097,0.062,46.65,0.09878648,0.099,870.6,56.4516,BTC,BTC-30JAN26,86504.81,26.7,178210.03
0.0001,BTC,,1764568637565,BTC,85953.58,1764568639569,,BTC-5DEC25-118000-C,0.0,option,0.0001,,77.28,1.19e-06,,599.8,,BTC,BTC-5DEC25,85966.51,0.0,0.0
0.931,BTC,0.779,1764568637565,BTC,85953.58,1764568639569,0.7965,BTC-30JAN26-160000-P,0.0,option,0.7965,0.7965,60.92,0.85025744,0.855,2.2,0.0,BTC,BTC-30JAN26,86504.81,1.0,70419.81
0.0715,BTC,0.069,1764568637565,BTC,85953.58,1764568639569,0.046,BTC-1DEC25-92000-P,0.0,option,0.046,0.0075,83.36,0.07034556,0.07025,69.3,268.0,BTC,SYN.BTC-1DEC25,85953.54932315335,48.8,48832.78
0.004,BTC,0.0038,1764568637565,BTC,85953.58,1764568639569,0.006,BTC-30JAN26-124000-C,0.0,option,0.0045,0.0045,50.31,0.00380119,0.0039,82.0,-25.0,BTC,BTC-30JAN26,86504.81,9.7,3931.35
,BTC,,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-145000-P,0.0,option,0.585,,71.58,0.68341693,,0.3,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.1795,BTC,0.176,1764568637565,BTC,85953.58,1764568639569,,BTC-25SEP26-90000-P,0.0,option,0.147,,49.33,0.17797807,0.17775,289.3,,BTC,BTC-25SEP26,89754.7,0.0,0.0
1.3265,BTC,1.3175,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-200000-P,0.0,option,1.37,,104.82,1.32180332,1.322,25.1,,BTC,BTC-26DEC25,86142.58,0.0,0.0
2.731,BTC,2.4295,1764568637565,BTC,85953.58,1764568639569,,BTC-25SEP26-320000-P,0.0,option,,,61.04,2.56884316,2.58025,0.0,,BTC,BTC-25SEP26,89754.7,0.0,0.0
0.021,BTC,0.02,1764568637565,BTC,85953.58,1764568639569,,BTC-4DEC25-86000-C,0.0,option,,,55.93,0.02030194,0.0205,0.0,,BTC,SYN.BTC-4DEC25,85963.02983078833,0.0,0.0
0.5365,BTC,0.535,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-40000-C,0.0,option,0.541,,106.96,0.53584304,0.53575,24.8,,BTC,BTC-26DEC25,86142.58,0.0,0.0
0.5745,BTC,0.446,1764568637565,BTC,85953.58,1764568639569,,BTC-30JAN26-130000-P,0.0,option,0.199,,51.86,0.50535479,0.51025,0.1,,BTC,BTC-30JAN26,86504.81,0.0,0.0
0.0028,BTC,0.0024,1764568637565,BTC,85953.58,1764568639569,0.0041,BTC-30JAN26-130000-C,0.0,option,0.0041,0.004,51.86,0.00258519,0.0026,486.2,0.0,BTC,BTC-30JAN26,86504.81,3.6,1340.54
1.9215,BTC,1.728,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-250000-P,0.0,option,,,59.73,1.82855135,1.82475,0.0,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.0008,BTC,0.0006,1764568637565,BTC,85953.58,1764568639569,0.0017,BTC-26DEC25-122000-C,0.0,option,0.0007,0.0007,57.59,0.00064676,0.0007,1248.6,-56.25,BTC,BTC-26DEC25,86142.58,41.2,4585.93
0.128,BTC,0.125,1764568637565,BTC,85953.58,1764568639569,0.113,BTC-27FEB26-92000-P,0.0,option,0.1115,0.0845,46.65,0.12637256,0.1265,115.3,31.9527,BTC,SYN.BTC-27FEB26,86869.6,14.4,132803.3
0.067,BTC,0.0655,1764568637565,BTC,85953.58,1764568639569,,BTC-12DEC25-82000-C,0.0,option,0.106,,56.72,0.06627062,0.06625,101.1,,BTC,BTC-12DEC25,86015.88,0.0,0.0
0.4535,BTC,0.451,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-50000-C,0.0,option,0.4849,,60.86,0.45213016,0.45225,25.7,,BTC,BTC-26JUN26,88465.69,0.0,0.0
,BTC,0.0001,1764568637565,BTC,85953.58,1764568639569,,BTC-5DEC25-104000-P,0.0,option,0.1359,,70.65,0.20988238,,16.1,,BTC,BTC-5DEC25,85966.19,0.0,0.0
0.01,BTC,0.0095,1764568637565,BTC,85953.58,1764568639569,0.024,BTC-26DEC25-98000-C,0.0,option,0.01,0.01,47.45,0.01029214,0.00975,1771.0,-51.2195,BTC,BTC-26DEC25,86144.86,113.2,230817.3
0.5705,BTC,0.5645,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-135000-P,0.0,option,0.4845,,67.52,0.56752577,0.5675,133.3,,BTC,BTC-26DEC25,86144.86,0.0,0.0
0.0075,BTC,0.007,1764568637565,BTC,85953.58,1764568639569,,BTC-3DEC25-83000-P,0.0,option,,,66.5,0.00709134,0.00725,0.0,,BTC,SYN.BTC-3DEC25,85959.86966157668,0.0,0.0
0.1485,BTC,0.126,1764568637565,BTC,85953.58,1764568639569,,BTC-19DEC25-75000-C,0.0,option,,,60.58,0.13875379,0.13725,0.0,,BTC,SYN.BTC-19DEC25,86079.23,0.0,0.0
0.397,BTC,0.3885,1764568637565,BTC,85953.58,1764568639569,0.3995,BTC-27MAR26-120000-P,0.0,option,0.3995,0.3995,47.2,0.39305655,0.39275,193.7,0.0,BTC,BTC-27MAR26,87234.73,0.1,3429.06
0.658,BTC,0.656,1764568637565,BTC,85953.58,1764568639569,,BTC-27MAR26-30000-C,0.0,option,0.64,,81.74,0.65703357,0.657,38.1,,BTC,BTC-27MAR26,87237.06,0.0,0.0
0.0001,BTC,,1764568637565,BTC,85953.58,1764568639569,0.0001,BTC-26DEC25-30000-P,0.0,option,0.0001,0.0001,136.43,9.505e-05,,728.4,0.0,BTC,BTC-26DEC25,86142.58,3.9,33.96
0.015,BTC,0.014,1764568637565,BTC,85953.58,1764568639569,0.0255,BTC-4DEC25-87000-C,0.0,option,0.0145,0.0145,54.16,0.01452685,0.0145,13.9,-43.1373,BTC,SYN.BTC-4DEC25,85963.02983078833,13.9,20334.73
0.0047,BTC,0.0044,1764568637565,BTC,85953.58,1764568639569,0.0125,BTC-19DEC25-100000-C,0.0,option,0.0047,0.0047,49.44,0.00471957,0.00455,111.5,-55.2381,BTC,SYN.BTC-19DEC25,86079.23,15.0,12663.96
0.0001,BTC,,1764568637565,BTC,85953.58,1764568639569,,BTC-26DEC25-230000-C,0.0,option,0.0001,,104.83,1.941e-05,,259.7,,BTC,BTC-26DEC25,86142.58,0.0,0.0
2.2685,BTC,2.0565,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-280000-P,0.0,option,,,62.12,2.16685003,2.1625,0.0,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.028,BTC,0.027,1764568637565,BTC,85953.58,1764568639569,0.028,BTC-27FEB26-70000-P,0.0,option,0.028,0.0175,53.92,0.02768425,0.0275,80.3,47.3684,BTC,SYN.BTC-27FEB26,86869.6,56.7,122705.0
0.0042,BTC,0.0036,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-220000-C,0.0,option,0.006,,56.79,0.0039471,0.0039,641.7,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.557,BTC,0.555,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-40000-C,0.0,option,0.5918,,67.06,0.55610005,0.556,11.8,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.139,BTC,0.1375,1764568637565,BTC,85953.58,1764568639569,0.1695,BTC-26JUN26-90000-C,0.0,option,0.1415,0.1415,48.71,0.13830715,0.13825,201.3,-16.5192,BTC,BTC-26JUN26,88465.69,5.4,66972.53
2.037,BTC,1.838,1764568637565,BTC,85953.58,1764568639569,,BTC-26JUN26-260000-P,0.0,option,,,60.45,1.94123429,1.9375,0.0,,BTC,BTC-26JUN26,88465.69,0.0,0.0
0.03,BTC,0.028,1764568637565,BTC,85953.58,1764568639569,0.0295,BTC-2DEC25-84000-C,0.0,option,0.028,0.028,70.68,0.02921687,0.029,1.1,-5.0847,BTC,SYN.BTC-2DEC25,85956.70949236501,1.1,2656.43
0.033,BTC,0.032,1764568637565,BTC,85953.58,1764568639569,0.035,BTC-26JUN26-130000-C,0.0,option,0.035,0.035,48.39,0.03269291,0.0325,1345.8,0.0,BTC,BTC-26JUN26,88465.69,0.3,917.66
0.085,BTC,0.0825,1764568637565,BTC,85953.58,1764568639569,,BTC-12DEC25-80000-C,0.0,option,0.1335,,59.01,0.08399435,0.08375,10.0,,BTC,BTC-12DEC25,86016.18,0.0,0.0
0.018,BTC,0.017,1764568637565,BTC,85953.58,1764568639569,0.026,BTC-27MAR26-120000-C,0.0,option,0.0175,0.0175,47.2,0.01748838,0.0175,1257.0,-30.0,BTC,BTC-27MAR26,87234.73,24.3,54364.73
0.02,BTC,0.019,1764568637565,BTC,85953.58,1764568639569,0.0305,BTC-27FEB26-110000-C,0.0,option,0.0205,0.0205,46.46,0.01995725,0.0195,481.5,-29.3103,BTC,SYN.BTC-27FEB26,86869.6,68.9,155832.8
0.0001,BTC,,1764568637565,BTC,85953.58,1764568639569,0.0004,BTC-1DEC25-95000-C,0.0,option,0.0001,0.0001,83.91,0.0,,152.6,0.0,BTC,SYN.BTC-1DEC25,85953.54932315335,128.2,2291.51
0.0185,BTC,0.0175,1764568637565,BTC,85953.58,1764568639569,0.016,BTC-3DEC25-86000-P,0.0,option,0.0155,0.0017,58.39,0.01784477,0.018,56.2,811.7647,BTC,SYN.BTC-3DEC25,85959.86966157668,59.1,65598.21
0.0012,BTC,0.001,1764568637565,BTC,85953.58,1764568639569,0.0027,BTC-26DEC25-116000-C,0.0,option,0.0012,0.0012,54.29,0.00109385,0.0011,5659.0,-55.5556,BTC,BTC-26DEC25,86142.58,41.5,7404.89
0.051,BTC,0.048,1764568637565,BTC,85953.58,1764568639569,0.0465,BTC-3DEC25-90000-P,0.0,option,0.0465,0.0085,54.69,0.04984034,0.0495,17.9,365.0,BTC,SYN.BTC-3DEC25,85959.86966157668,1.3,1671.12
0.0975,BTC,0.094,1764568637565,BTC,85953.58,1764568639569,0.093,BTC-19DEC25-93000-P,0.0,option,0.093,0.052,48.41,0.0959174,0.09575,13.7,78.8462,BTC,SYN.BTC-19DEC25,86079.23,4.0,22539.13
,BTC,0.0001,1764568637565,BTC,85953.58,1764568639569,,BTC-1DEC25-95000-P,0.0,option,,,83.91,0.10524813,,0.0,,BTC,SYN.BTC-1DEC25,85953.54932315335,0.0,0.0
0.006,BTC,0.0055,1764568637565,BTC,85953.58,1764568639569,0.009,BTC-27FEB26-130000-C,0.0,option,0.006,0.006,49.06,0.00573223,0.00575,249.9,-32.5843,BTC,SYN.BTC-27FEB26,86869.6,198.9,156655.35
